_id,販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
532,2000,養殖ぶり,石川,"63,450","78,615,697","1,239"
533,2000,養殖ぶり,福井,"1,319","1,145,336",868
534,2000,養殖ぶり,三重,"255,433","342,327,690","1,340"
535,2000,養殖ぶり,京都,184,"211,943","1,152"
536,2000,養殖ぶり,徳島,"9,074","11,958,399","1,318"
537,2000,養殖ぶり,香川,"22,584","19,430,997",860
538,2000,養殖ぶり,愛媛,"475,911","499,806,919","1,050"
539,2000,養殖ぶり,高知,"70,333","78,743,786","1,120"
540,2000,養殖ぶり,熊本,510,"443,423",869
541,2000,養殖ぶり,鹿児島,"897,303","1,059,927,311","1,181"
542,2000,わらさ,北海道,"41,444","16,066,124",388
543,2000,わらさ,青森,"106,370","53,187,231",500
544,2000,わらさ,岩手,"71,901","41,851,313",582
545,2000,わらさ,宮城,"44,852","23,965,460",534
546,2000,わらさ,秋田,606,"222,669",367
547,2000,わらさ,茨城,544,"635,598","1,168"
548,2000,わらさ,千葉,"65,886","44,006,638",668
549,2000,わらさ,神奈川,"6,653","6,532,134",982
550,2000,わらさ,新潟,"58,926","31,450,893",534
551,2000,わらさ,富山,"10,748","4,002,269",372
552,2000,わらさ,石川,"820,554","344,215,117",419
553,2000,わらさ,福井,"97,582","31,222,535",320
554,2000,わらさ,三重,"73,787","52,085,223",706
555,2000,わらさ,京都,"42,324","15,940,135",377
556,2000,わらさ,兵庫,"6,259","1,797,075",287
557,2000,わらさ,和歌山,"5,513","4,944,939",897
558,2000,わらさ,鳥取,"49,358","18,613,870",377
559,2000,わらさ,島根,"51,668","22,633,005",438
560,2000,わらさ,山口,"14,383","4,579,560",318
561,2000,わらさ,徳島,"3,650","2,452,525",672
562,2000,わらさ,高知,"28,297","23,113,146",817
563,2000,わらさ,福岡,"24,888","9,798,727",394
564,2000,わらさ,長崎,"9,702","4,313,734",445
565,2000,わらさ,宮崎,522,"383,599",735
566,2000,わらさ,鹿児島,"1,619","1,001,429",619
567,2000,養殖わらさ,三重,182,"65,746",361
568,2000,養殖わらさ,京都,"5,296","6,110,568","1,154"
569,2000,はまち,北海道,"18,910","3,487,471",184
570,2000,はまち,青森,"77,464","27,555,355",356
571,2000,はまち,岩手,"409,516","77,600,568",189
572,2000,はまち,宮城,"118,465","26,331,727",222
573,2000,はまち,秋田,"11,488","3,383,835",295
574,2000,はまち,山形,"10,073","5,116,178",508
575,2000,はまち,福島,"6,088","1,843,170",303
576,2000,はまち,茨城,"76,801","18,938,483",247
577,2000,はまち,千葉,"224,884","79,412,520",353
578,2000,はまち,神奈川,"32,214","7,646,740",237
579,2000,はまち,新潟,"145,293","43,904,438",302
580,2000,はまち,富山,"28,575","9,441,307",330
581,2000,はまち,石川,"996,269","359,144,161",360
582,2000,はまち,福井,"231,693","75,185,713",325
583,2000,はまち,静岡,"42,536","8,477,019",199
584,2000,はまち,三重,"194,812","56,660,419",291
585,2000,はまち,京都,"23,947","8,180,995",342
586,2000,はまち,兵庫,"10,823","5,177,612",478
587,2000,はまち,和歌山,"9,343","2,382,262",255
588,2000,はまち,鳥取,"43,914","15,036,572",342
589,2000,はまち,島根,"80,075","36,946,853",461
590,2000,はまち,山口,"33,082","12,574,697",380
591,2000,はまち,徳島,"15,635","4,260,174",272
592,2000,はまち,愛媛,"11,365","1,675,111",147
593,2000,はまち,高知,"16,565","5,752,148",347
594,2000,はまち,福岡,"9,614","6,241,294",649
595,2000,はまち,佐賀,500,"83,580",167
596,2000,はまち,長崎,"30,471","23,706,419",778
597,2000,はまち,大分,"24,014","6,658,313",277
598,2000,はまち,宮崎,"1,014","948,508",935
599,2000,はまち,鹿児島,910,"493,386",542
600,2000,養殖はまち,三重,"4,305","5,759,586","1,338"
601,2000,つばす,青森,88,"4,620",53
602,2000,つばす,岩手,"2,213","358,149",162
603,2000,つばす,宮城,"8,887","2,064,007",232
604,2000,つばす,福島,289,"40,137",139
605,2000,つばす,茨城,65,"14,438",222
606,2000,つばす,千葉,"9,056","1,988,356",220
607,2000,つばす,神奈川,"92,020","20,676,694",225
608,2000,つばす,新潟,149,"22,838",153
609,2000,つばす,富山,"5,317","998,221",188
610,2000,つばす,石川,"27,751","4,384,312",158
611,2000,つばす,福井,"11,441","1,849,848",162
612,2000,つばす,静岡,"37,138","8,770,933",236
613,2000,つばす,三重,"23,830","10,318,106",433
614,2000,つばす,京都,"21,660","3,346,312",154
615,2000,つばす,和歌山,500,"90,862",182
616,2000,つばす,鳥取,239,"50,148",210
617,2000,つばす,島根,10,"1,418",142
618,2000,つばす,岡山,36,"1,260",35
619,2000,つばす,徳島,36,"9,363",260
620,2000,つばす,愛媛,"8,122","2,064,896",254
621,2000,つばす,高知,"60,486","21,533,597",356
622,2000,つばす,宮崎,35,"5,397",154
623,2000,つばす,鹿児島,327,"174,445",533
624,2000,ひらまさ,北海道,24,"28,319","1,180"
625,2000,ひらまさ,青森,166,"184,256","1,110"
626,2000,ひらまさ,宮城,350,"605,108","1,729"
627,2000,ひらまさ,福島,12,"19,698","1,642"
628,2000,ひらまさ,千葉,152,"217,781","1,433"
629,2000,ひらまさ,東京,14,"7,697",550
630,2000,ひらまさ,神奈川,86,"131,576","1,530"
631,2000,ひらまさ,新潟,489,"604,852","1,237"
632,2000,ひらまさ,富山,179,"232,977","1,302"
633,2000,ひらまさ,石川,"6,974","11,051,078","1,585"
634,2000,ひらまさ,福井,"2,075","2,845,386","1,371"
635,2000,ひらまさ,三重,"2,552","3,578,082","1,402"
636,2000,ひらまさ,京都,898,"1,310,498","1,459"
637,2000,ひらまさ,兵庫,"1,091","984,171",902
638,2000,ひらまさ,和歌山,18,"22,176","1,232"
639,2000,ひらまさ,鳥取,"3,034","3,628,932","1,196"
640,2000,ひらまさ,島根,"3,020","3,600,943","1,192"
641,2000,ひらまさ,山口,"1,381","931,784",675
642,2000,ひらまさ,高知,428,"394,565",922
643,2000,ひらまさ,福岡,"15,384","18,636,501","1,211"
644,2000,ひらまさ,長崎,"62,900","59,015,862",938
645,2000,ひらまさ,宮崎,8,"2,520",315
646,2000,ひらまさ,鹿児島,"2,058","2,646,554","1,286"
647,2000,かんぱち,北海道,30,"3,150",105
648,2000,かんぱち,青森,181,"83,496",461
649,2000,かんぱち,岩手,10,"1,575",158
650,2000,かんぱち,宮城,275,"153,375",558
651,2000,かんぱち,茨城,20,"3,071",154
652,2000,かんぱち,千葉,251,"247,756",987
653,2000,かんぱち,東京,"49,331","59,149,590","1,199"
654,2000,かんぱち,神奈川,140,"78,478",561
655,2000,かんぱち,新潟,59,"18,417",312
656,2000,かんぱち,富山,724,"346,281",478
657,2000,かんぱち,石川,"48,305","75,471,285","1,562"
658,2000,かんぱち,福井,169,"116,620",690
659,2000,かんぱち,三重,"131,320","209,709,772","1,597"
660,2000,かんぱち,大阪,"36,965","67,103,036","1,815"
661,2000,かんぱち,島根,31,"9,608",310
662,2000,かんぱち,徳島,"3,794","7,571,245","1,996"
663,2000,かんぱち,高知,"38,848","56,891,697","1,464"
664,2000,かんぱち,福岡,"3,019","3,515,014","1,164"
665,2000,かんぱち,長崎,"11,888","13,719,872","1,154"
666,2000,かんぱち,鹿児島,"100,105","120,695,998","1,206"
667,2000,さわら,北海道,3,"4,725","1,575"
668,2000,さわら,青森,14,"18,701","1,336"
669,2000,さわら,岩手,162,"191,033","1,179"
670,2000,さわら,宮城,13,"5,460",420
671,2000,さわら,千葉,79,"66,171",838
672,2000,さわら,東京,85,"44,625",525
673,2000,さわら,新潟,423,"526,211","1,244"
674,2000,さわら,富山,"7,340","7,073,922",964
675,2000,さわら,石川,"33,319","25,508,800",766
676,2000,さわら,福井,"20,364","11,079,574",544
677,2000,さわら,三重,279,"281,403","1,009"
678,2000,さわら,兵庫,349,"150,781",432
679,2000,さわら,鳥取,979,"1,426,355","1,457"
680,2000,さわら,島根,162,"69,258",428
681,2000,さわら,岡山,"1,305","2,505,466","1,920"
682,2000,さわら,山口,"2,650","1,879,606",709
683,2000,さわら,福岡,"27,830","14,839,408",533
684,2000,さわら,長崎,419,"657,630","1,570"
685,2000,さわら,鹿児島,57,"59,850","1,050"
686,2000,しいら,北海道,650,"254,520",392
687,2000,しいら,青森,"1,064","83,986",79
688,2000,しいら,福島,70,"2,940",42
689,2000,しいら,千葉,120,"12,611",105
690,2000,しいら,新潟,30,"1,050",35
691,2000,しいら,富山,"3,740","642,625",172
692,2000,しいら,石川,"9,907","978,151",99
693,2000,しいら,福井,"37,040","3,445,706",93
694,2000,しいら,三重,"11,828","2,274,198",192
695,2000,しいら,和歌山,630,"191,164",303
696,2000,しいら,鳥取,"1,088","116,593",107
697,2000,しいら,島根,"5,937","954,989",161
698,2000,しいら,徳島,258,"40,477",157
699,2000,しいら,香川,64,"13,419",210
700,2000,しいら,高知,"17,953","3,094,118",172
701,2000,しいら,福岡,206,"43,323",210
702,2000,しいら,熊本,"2,689","567,587",211
703,2000,とびうお,岩手,"5,405","1,136,681",210
704,2000,とびうお,宮城,"7,347","1,802,536",245
705,2000,とびうお,福島,72,"12,600",175
706,2000,とびうお,茨城,139,"46,410",334
707,2000,とびうお,東京,88,"782,460","8,892"
708,2000,とびうお,神奈川,"1,003","276,518",276
709,2000,とびうお,新潟,18,"3,150",175
710,2000,とびうお,富山,"10,008","1,630,872",163
711,2000,とびうお,石川,"7,994","2,563,347",321
712,2000,とびうお,福井,"66,721","11,742,194",176
713,2000,とびうお,静岡,377,"94,501",251
714,2000,とびうお,三重,"62,090","22,173,423",357
715,2000,とびうお,京都,700,"105,000",150
716,2000,とびうお,大阪,300,"52,500",175
717,2000,とびうお,兵庫,227,"218,421",962
718,2000,とびうお,和歌山,"12,409","4,028,379",325
719,2000,とびうお,鳥取,20,"6,300",315
720,2000,とびうお,島根,3,"1,827",609
721,2000,とびうお,岡山,45,"10,185",226
722,2000,とびうお,徳島,"2,535","1,193,535",471
723,2000,とびうお,高知,"11,554","4,313,453",373
724,2000,とびうお,長崎,105,"106,575","1,015"
725,2000,とびうお,宮崎,"1,076","706,861",657
726,2000,とびうお,鹿児島,"24,066","14,163,441",589
727,2000,とびうお,沖縄,"2,355","1,510,635",641
728,2000,ぼら,北海道,84,"14,700",175
729,2000,ぼら,千葉,300,"26,250",88
730,2000,ぼら,神奈川,"1,486","191,310",129
731,2000,ぼら,新潟,27,"3,570",132
732,2000,ぼら,石川,544,"112,654",207
733,2000,ぼら,福井,35,"8,925",255
734,2000,ぼら,静岡,590,"102,165",173
735,2000,ぼら,愛知,180,"15,750",88
736,2000,ぼら,三重,"6,045","1,454,692",241
737,2000,ぼら,大阪,"2,370","196,114",83
738,2000,ぼら,兵庫,"2,346","222,390",95
739,2000,ぼら,広島,48,"1,680",35
740,2000,ぼら,徳島,"3,770","443,520",118
741,2000,すずき,青森,52,"6,825",131
742,2000,すずき,宮城,48,"13,860",289
743,2000,すずき,秋田,96,"13,309",139
744,2000,すずき,福島,374,"75,775",203
745,2000,すずき,茨城,8,"7,875",984
746,2000,すずき,埼玉,15,"31,500","2,100"
747,2000,すずき,千葉,"1,776","368,687",208
748,2000,すずき,東京,"8,005","7,636,659",954
749,2000,すずき,新潟,"7,121","5,171,586",726
750,2000,すずき,富山,766,"622,203",812
751,2000,すずき,石川,"21,259","18,651,097",877
752,2000,すずき,福井,"7,642","6,768,425",886
753,2000,すずき,愛知,387,"92,001",238
754,2000,すずき,三重,"38,421","28,497,732",742
755,2000,すずき,京都,"3,241","2,666,388",823
756,2000,すずき,大阪,"18,279","11,131,704",609
757,2000,すずき,兵庫,"2,932","601,792",205
758,2000,すずき,和歌山,78,"33,589",431
759,2000,すずき,鳥取,"2,303","1,248,432",542
760,2000,すずき,島根,"2,869","1,567,932",547
761,2000,すずき,岡山,211,"71,393",338
762,2000,すずき,広島,5,473,95
763,2000,すずき,徳島,273,"106,897",392
764,2000,すずき,香川,238,"100,525",422
765,2000,すずき,愛媛,"44,414","47,323,452","1,066"
766,2000,すずき,高知,321,"319,813",996
767,2000,すずき,福岡,4,"27,826","6,957"
768,2000,すずき,長崎,2,"1,680",840
769,2000,すずき,鹿児島,13,"6,615",509
770,2000,あら,青森,10,"16,359","1,636"
771,2000,あら,千葉,"5,882","6,780,329","1,153"
772,2000,あら,東京,"25,366","32,934,929","1,298"
773,2000,あら,新潟,587,"879,211","1,498"
774,2000,あら,富山,7,"55,546","7,935"
775,2000,あら,石川,"7,285","39,616,837","5,438"
776,2000,あら,福井,108,"493,556","4,570"
777,2000,あら,三重,128,"489,578","3,825"
778,2000,あら,京都,71,"390,024","5,493"
779,2000,あら,大阪,"4,111","8,736,104","2,125"
780,2000,あら,和歌山,41,"248,799","6,068"
781,2000,あら,鳥取,90,"382,096","4,246"
782,2000,あら,島根,42,"149,669","3,564"
783,2000,あら,徳島,147,"770,517","5,242"
784,2000,あら,高知,912,"4,065,522","4,458"
785,2000,あら,福岡,394,"1,042,228","2,645"
786,2000,あら,長崎,"9,207","29,710,399","3,227"
787,2000,あら,宮崎,291,"1,246,492","4,283"
788,2000,あら,鹿児島,"1,845","5,923,596","3,211"
789,2000,あら,沖縄,141,"406,794","2,885"
790,2000,にしん,北海道,147,"80,010",544
791,2000,にしん,宮城,"17,302","3,264,293",189
792,2000,にしん,石川,180,"44,625",248
793,2000,にしん,大阪,32,"15,120",473
794,2000,あんこう,北海道,640,"1,013,110","1,583"
795,2000,あんこう,青森,8,"2,100",263
796,2000,あんこう,岩手,8,"3,675",459
797,2000,あんこう,宮城,"1,638","1,429,880",873
798,2000,あんこう,福島,496,"444,045",895
799,2000,あんこう,埼玉,310,"267,540",863
800,2000,あんこう,千葉,"1,247","2,485,980","1,994"
801,2000,あんこう,東京,"7,618","16,696,313","2,192"
802,2000,あんこう,神奈川,654,"627,375",959
803,2000,あんこう,新潟,"3,834","1,993,953",520
804,2000,あんこう,富山,413,"492,975","1,194"
805,2000,あんこう,石川,"69,565","53,737,394",772
806,2000,あんこう,福井,"6,319","4,455,854",705
807,2000,あんこう,静岡,51,"128,100","2,512"
808,2000,あんこう,愛知,724,"649,320",897
809,2000,あんこう,大阪,"2,260","2,746,886","1,215"
810,2000,あんこう,兵庫,"3,589","3,244,343",904
811,2000,あんこう,島根,"5,101","5,859,525","1,149"
812,2000,あんこう,山口,430,"502,761","1,169"
813,2000,あんこう,香川,15,"1,575",105
814,2000,あんこう,愛媛,274,"330,803","1,207"
815,2000,あんこう,福岡,"1,464","858,900",587
816,2000,あんこう,長崎,13,"13,650","1,050"
817,2000,あんこう,鹿児島,59,"20,895",354
818,2000,あなご,岩手,14,"14,060","1,004"
819,2000,あなご,宮城,125,"107,520",860
820,2000,あなご,福島,"3,177","3,616,388","1,138"
821,2000,あなご,茨城,347,"169,575",489
822,2000,あなご,千葉,"7,938","7,910,392",997
823,2000,あなご,東京,"6,013","2,964,260",493
824,2000,あなご,富山,34,"38,514","1,133"
825,2000,あなご,石川,"18,294","13,556,430",741
826,2000,あなご,福井,"11,290","7,281,851",645
827,2000,あなご,愛知,"4,223","5,097,167","1,207"
828,2000,あなご,三重,78,"77,490",993
829,2000,あなご,大阪,"9,386","10,487,138","1,117"
830,2000,あなご,兵庫,"5,650","5,663,816","1,002"
831,2000,あなご,鳥取,"2,080","1,413,395",680
832,2000,あなご,島根,"29,886","25,691,408",860
833,2000,あなご,岡山,62,"84,957","1,370"
834,2000,あなご,山口,"3,797","3,915,329","1,031"
835,2000,あなご,徳島,3,"15,750","5,250"
836,2000,あなご,福岡,80,"53,682",671
837,2000,あなご,長崎,"1,823","1,629,705",894
838,2000,あなご,大分,48,"40,005",833
839,2000,あなご,鹿児島,91,"105,147","1,155"
840,2000,かます,岩手,7,"1,575",225
841,2000,かます,宮城,145,"85,050",587
842,2000,かます,福島,33,"13,808",418
843,2000,かます,茨城,925,"521,220",563
844,2000,かます,千葉,"13,879","11,062,275",797
845,2000,かます,東京,189,"157,805",835
846,2000,かます,神奈川,"9,526","8,004,047",840
847,2000,かます,新潟,"1,587","489,090",308
848,2000,かます,富山,"79,376","21,352,662",269
849,2000,かます,石川,"57,720","21,007,853",364
850,2000,かます,福井,"25,483","18,238,906",716
851,2000,かます,静岡,"4,315","4,270,455",990
852,2000,かます,愛知,182,"64,365",354
853,2000,かます,三重,"4,141","3,466,640",837
854,2000,かます,京都,"6,603","5,616,660",851
855,2000,かます,兵庫,620,"182,175",294
856,2000,かます,和歌山,12,"14,123","1,177"
857,2000,かます,鳥取,720,"1,023,435","1,421"
858,2000,かます,島根,"3,861","4,360,755","1,129"
859,2000,かます,山口,739,"782,460","1,059"
860,2000,かます,徳島,"10,081","10,208,730","1,013"
861,2000,かます,香川,6,"5,040",840
862,2000,かます,愛媛,"5,525","4,088,280",740
863,2000,かます,高知,"10,513","5,770,782",549
864,2000,かます,福岡,424,"147,945",349
865,2000,かます,長崎,"11,266","7,900,725",701
866,2000,かます,熊本,"3,883","2,570,064",662
867,2000,かます,大分,"33,268","21,429,716",644
868,2000,かます,宮崎,"2,154","865,179",402
869,2000,かます,鹿児島,"8,058","3,802,995",472
870,2000,かます,沖縄,66,"13,860",210
871,2000,きす,北海道,17,"18,480","1,087"
872,2000,きす,福島,732,"970,851","1,326"
873,2000,きす,茨城,42,"19,110",455
874,2000,きす,千葉,17,"7,770",457
875,2000,きす,東京,39,"8,610",221
876,2000,きす,新潟,"2,599","3,506,214","1,349"
877,2000,きす,富山,660,"394,464",598
878,2000,きす,石川,"20,670","27,842,954","1,347"
879,2000,きす,福井,71,"96,204","1,355"
880,2000,きす,愛知,"18,858","18,915,647","1,003"
881,2000,きす,三重,"3,755","2,977,003",793
882,2000,きす,岡山,12,"30,188","2,516"
883,2000,きす,山口,230,"916,127","3,983"
884,2000,きす,福岡,752,"622,020",827
885,2000,きす,長崎,252,"198,240",787
886,2000,きす,鹿児島,282,"338,678","1,201"
887,2000,さより,北海道,97,"119,344","1,230"
888,2000,さより,青森,13,"12,926",994
889,2000,さより,岩手,707,"1,419,477","2,008"
890,2000,さより,宮城,"2,572","5,785,984","2,250"
891,2000,さより,福島,345,"800,048","2,319"
892,2000,さより,茨城,319,"789,075","2,474"
893,2000,さより,千葉,"4,787","11,907,777","2,488"
894,2000,さより,東京,"2,647","2,895,900","1,094"
895,2000,さより,神奈川,80,"121,380","1,517"
896,2000,さより,新潟,238,"304,240","1,278"
897,2000,さより,富山,"2,308","1,510,761",655
898,2000,さより,石川,"26,106","28,546,119","1,093"
899,2000,さより,福井,"2,459","5,480,417","2,229"
